## STRATEGY: exact
## SKIPPED: ['has_low_plasma_membrane_amount', 'has_relational_adjective', 'has_high_plasma_membrane_amount', 'has_completed', 'has_not_completed', 'seeAlso', 'lacks_part', 'lacks_plasma_membrane_part', 'immediate_transformation_of']
true_positive	11532192	1861	1882	retinal ganglion cell	cl	CL:0000740	retinal ganglion cell (,{gangliocyte, ganglion cell of retina, RGC})
true_positive	14611657	4503	4512	spermatid	cl	CL:0000018	spermatid (,)
true_positive	14611657	4638	4643	sperm	cl	CL:0000019	sperm (,{spermatozoon, sperm cell, spermatozoid})
true_positive	14611657	5124	5129	cells	cl	CL:0000000	cell (,)
true_positive	14611657	5944	5951	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	6042	6046	cell	cl	CL:0000000	cell (,)
true_positive	14611657	18789	18794	cells	cl	CL:0000000	cell (,)
true_positive	14611657	19472	19477	cells	cl	CL:0000000	cell (,)
true_positive	14611657	19710	19715	cells	cl	CL:0000000	cell (,)
true_positive	14611657	19810	19815	cells	cl	CL:0000000	cell (,)
true_positive	14611657	19837	19842	cells	cl	CL:0000000	cell (,)
true_positive	14611657	19893	19898	cells	cl	CL:0000000	cell (,)
true_positive	14611657	19949	19954	cells	cl	CL:0000000	cell (,)
true_positive	14611657	20098	20102	cell	cl	CL:0000000	cell (,)
true_positive	14611657	20180	20184	cell	cl	CL:0000000	cell (,)
true_positive	14611657	20249	20255	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	20394	20398	cell	cl	CL:0000000	cell (,)
true_positive	14611657	20441	20446	cells	cl	CL:0000000	cell (,)
true_positive	14611657	20472	20476	cell	cl	CL:0000000	cell (,)
true_positive	14611657	29758	29762	cell	cl	CL:0000000	cell (,)
true_positive	14611657	30032	30037	cells	cl	CL:0000000	cell (,)
true_positive	14611657	30064	30068	cell	cl	CL:0000000	cell (,)
true_positive	14611657	30327	30332	cells	cl	CL:0000000	cell (,)
true_positive	14611657	30398	30402	cell	cl	CL:0000000	cell (,)
true_positive	14611657	30511	30515	cell	cl	CL:0000000	cell (,)
true_positive	14611657	30909	30914	cells	cl	CL:0000000	cell (,)
true_positive	14611657	31427	31431	cell	cl	CL:0000000	cell (,)
true_positive	14611657	36346	36353	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	36632	36636	cell	cl	CL:0000000	cell (,)
true_positive	14611657	36723	36728	cells	cl	CL:0000000	cell (,)
true_positive	14611657	37045	37052	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	37426	37433	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	37600	37607	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	37718	37725	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	37783	37790	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	2353	2359	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	16892	16898	T-cell	cl	CL:0000084	T cell (,{T-lymphocyte, T-cell, T lymphocyte})
true_positive	14611657	38442	38448	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	14611657	52352	52357	cells	cl	CL:0000000	cell (,)
true_positive	14611657	52394	52398	cell	cl	CL:0000000	cell (,)
true_positive	14723793	1247	1254	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	1715	1720	cells	cl	CL:0000000	cell (,)
true_positive	14723793	11954	11959	cells	cl	CL:0000000	cell (,)
true_positive	14723793	12062	12066	cell	cl	CL:0000000	cell (,)
true_positive	14723793	12142	12146	cell	cl	CL:0000000	cell (,)
true_positive	14723793	12188	12192	cell	cl	CL:0000000	cell (,)
true_positive	14723793	12248	12252	cell	cl	CL:0000000	cell (,)
true_positive	14723793	12309	12314	cells	cl	CL:0000000	cell (,)
true_positive	14723793	12589	12594	cells	cl	CL:0000000	cell (,)
true_positive	14723793	12732	12739	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	12773	12780	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	12867	12877	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	14723793	13068	13072	cell	cl	CL:0000000	cell (,)
true_positive	14723793	13787	13792	cells	cl	CL:0000000	cell (,)
true_positive	14723793	13892	13896	cell	cl	CL:0000000	cell (,)
true_positive	14723793	13943	13947	cell	cl	CL:0000000	cell (,)
true_positive	14723793	14017	14024	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	14070	14076	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	14182	14188	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	15760	15767	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	15872	15877	cells	cl	CL:0000000	cell (,)
true_positive	14723793	16059	16064	cells	cl	CL:0000000	cell (,)
true_positive	14723793	16201	16205	cell	cl	CL:0000000	cell (,)
true_positive	14723793	16344	16349	cells	cl	CL:0000000	cell (,)
true_positive	14723793	17610	17617	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	21062	21068	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	21412	21419	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	21504	21514	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	14723793	21548	21555	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	14723793	21629	21639	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	14723793	21777	21782	cells	cl	CL:0000000	cell (,)
true_positive	14723793	21934	21939	cells	cl	CL:0000000	cell (,)
true_positive	14723793	22237	22242	cells	cl	CL:0000000	cell (,)
true_positive	14723793	22477	22482	cells	cl	CL:0000000	cell (,)
true_positive	14723793	22795	22800	cells	cl	CL:0000000	cell (,)
true_positive	14737183	1549	1553	cell	cl	CL:0000000	cell (,)
true_positive	14737183	3692	3704	melanoblasts	cl	CL:0000541	melanoblast (,)
true_positive	14737183	3764	3777	pigment cells	cl	CL:0000147	pigment cell (,)
true_positive	14737183	4072	4083	melanocytes	cl	CL:0000148	melanocyte (,)
true_positive	14737183	4092	4103	melanocytes	cl	CL:0000148	melanocyte (,)
true_positive	14737183	4107	4120	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	14737183	4184	4188	cell	cl	CL:0000000	cell (,)
true_positive	14737183	5131	5142	melanocytes	cl	CL:0000148	melanocyte (,)
true_positive	14737183	6649	6661	pigment cell	cl	CL:0000147	pigment cell (,)
true_positive	14737183	7185	7196	melanocytes	cl	CL:0000148	melanocyte (,)
true_positive	14737183	8152	8162	melanocyte	cl	CL:0000148	melanocyte (,)
false_positive	14737183	8935	8952	mesenchymal cells	cl	CL:0000134	mesenchymal cell (,)
true_positive	14737183	9624	9637	pigment cells	cl	CL:0000147	pigment cell (,)
true_positive	14737183	12943	12956	pigment cells	cl	CL:0000147	pigment cell (,)
true_positive	14737183	16642	16653	melanoblast	cl	CL:0000541	melanoblast (,)
true_positive	14737183	16746	16756	melanocyte	cl	CL:0000148	melanocyte (,)
true_positive	14737183	17360	17370	melanocyte	cl	CL:0000148	melanocyte (,)
true_positive	14737183	19933	19943	stem cells	cl	CL:0000034	stem cell (,)
true_positive	14737183	26766	26770	cell	cl	CL:0000000	cell (,)
true_positive	14737183	31499	31503	cell	cl	CL:0000000	cell (,)
true_positive	14737183	31791	31802	melanocytes	cl	CL:0000148	melanocyte (,)
true_positive	14737183	37066	37071	cells	cl	CL:0000000	cell (,)
true_positive	14737183	37147	37151	cell	cl	CL:0000000	cell (,)
true_positive	14737183	37516	37521	cells	cl	CL:0000000	cell (,)
true_positive	14737183	37609	37614	cells	cl	CL:0000000	cell (,)
true_positive	14737183	37691	37696	cells	cl	CL:0000000	cell (,)
true_positive	14737183	37698	37702	Cell	cl	CL:0000000	cell (,)
true_positive	14737183	38577	38587	melanocyte	cl	CL:0000148	melanocyte (,)
true_positive	14737183	40072	40085	pigment cells	cl	CL:0000147	pigment cell (,)
false_positive	14737183	40549	40566	mesenchymal cells	cl	CL:0000134	mesenchymal cell (,)
true_positive	14737183	40651	40655	cell	cl	CL:0000000	cell (,)
true_positive	14737183	42227	42232	cells	cl	CL:0000000	cell (,)
true_positive	14737183	44393	44397	cell	cl	CL:0000000	cell (,)
false_positive	14737183	44785	44802	mesenchymal cells	cl	CL:0000134	mesenchymal cell (,)
true_positive	14737183	45089	45093	cell	cl	CL:0000000	cell (,)
true_positive	14737183	49266	49277	melanocytes	cl	CL:0000148	melanocyte (,)
true_positive	14737183	63774	63784	melanocyte	cl	CL:0000148	melanocyte (,)
true_positive	14737183	63866	63876	melanocyte	cl	CL:0000148	melanocyte (,)
true_positive	14737183	64033	64044	melanocytes	cl	CL:0000148	melanocyte (,)
true_positive	14737183	63649	63660	melanocytes	cl	CL:0000148	melanocyte (,)
true_positive	15005800	23279	23295	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	1144	1148	cell	cl	CL:0000000	cell (,)
true_positive	15005800	1207	1223	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	2444	2449	cells	cl	CL:0000000	cell (,)
true_positive	15005800	6591	6596	cells	cl	CL:0000000	cell (,)
true_positive	15005800	7046	7062	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	15002	15006	cell	cl	CL:0000000	cell (,)
true_positive	15005800	15033	15037	cell	cl	CL:0000000	cell (,)
true_positive	15005800	15045	15049	Cell	cl	CL:0000000	cell (,)
true_positive	15005800	15611	15615	cell	cl	CL:0000000	cell (,)
true_positive	15005800	15832	15836	cell	cl	CL:0000000	cell (,)
true_positive	15005800	15981	15985	cell	cl	CL:0000000	cell (,)
true_positive	15005800	16062	16066	cell	cl	CL:0000000	cell (,)
true_positive	15005800	16103	16107	cell	cl	CL:0000000	cell (,)
true_positive	15005800	16123	16127	cell	cl	CL:0000000	cell (,)
true_positive	15005800	16141	16145	cell	cl	CL:0000000	cell (,)
true_positive	15005800	16153	16157	Cell	cl	CL:0000000	cell (,)
true_positive	15005800	16230	16234	cell	cl	CL:0000000	cell (,)
true_positive	15005800	16277	16281	cell	cl	CL:0000000	cell (,)
true_positive	15005800	17131	17136	cells	cl	CL:0000000	cell (,)
true_positive	15005800	17228	17233	cells	cl	CL:0000000	cell (,)
true_positive	15005800	21104	21120	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	21498	21503	cells	cl	CL:0000000	cell (,)
true_positive	15005800	22040	22056	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	22686	22702	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	22963	22967	cell	cl	CL:0000000	cell (,)
true_positive	15005800	23449	23465	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	23591	23607	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	24472	24480	platelet	cl	CL:0000233	platelet (,blood platelet)
true_positive	15005800	24481	24497	endothelial cell	cl	CL:0000115	endothelial cell (,)
true_positive	15005800	25612	25617	cells	cl	CL:0000000	cell (,)
true_positive	15005800	25737	25753	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	27064	27080	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	29405	29421	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	29922	29938	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	31615	31620	cells	cl	CL:0000000	cell (,)
true_positive	15005800	32031	32036	cells	cl	CL:0000000	cell (,)
true_positive	15005800	33010	33015	cells	cl	CL:0000000	cell (,)
true_positive	15005800	33160	33165	cells	cl	CL:0000000	cell (,)
true_positive	15005800	33374	33379	cells	cl	CL:0000000	cell (,)
true_positive	15005800	33438	33443	cells	cl	CL:0000000	cell (,)
true_positive	15005800	35687	35692	cells	cl	CL:0000000	cell (,)
true_positive	15005800	37265	37269	cell	cl	CL:0000000	cell (,)
true_positive	15005800	37402	37406	cell	cl	CL:0000000	cell (,)
true_positive	15005800	37460	37464	cell	cl	CL:0000000	cell (,)
true_positive	15005800	40783	40794	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	15005800	41084	41089	cells	cl	CL:0000000	cell (,)
true_positive	15005800	46322	46326	cell	cl	CL:0000000	cell (,)
true_positive	15005800	46368	46372	cell	cl	CL:0000000	cell (,)
true_positive	15005800	46431	46435	cell	cl	CL:0000000	cell (,)
true_positive	15005800	47100	47104	Cell	cl	CL:0000000	cell (,)
true_positive	15005800	47238	47242	Cell	cl	CL:0000000	cell (,)
true_positive	15005800	48011	48016	cells	cl	CL:0000000	cell (,)
true_positive	15005800	14873	14877	cell	cl	CL:0000000	cell (,)
true_positive	15005800	16612	16617	cells	cl	CL:0000000	cell (,)
true_positive	15005800	27377	27393	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	37163	37167	Cell	cl	CL:0000000	cell (,)
true_positive	15005800	48559	48564	cells	cl	CL:0000000	cell (,)
true_positive	15005800	28187	28203	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	29295	29311	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	22417	22422	cells	cl	CL:0000000	cell (,)
true_positive	15005800	22811	22827	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15005800	23718	23723	cells	cl	CL:0000000	cell (,)
true_positive	15040800	5873	5877	cell	cl	CL:0000000	cell (,)
true_positive	15040800	7447	7451	cell	cl	CL:0000000	cell (,)
true_positive	15040800	8377	8382	cells	cl	CL:0000000	cell (,)
true_positive	15040800	8508	8519	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	15040800	8533	8537	cell	cl	CL:0000000	cell (,)
true_positive	15040800	8574	8579	cells	cl	CL:0000000	cell (,)
true_positive	15040800	8664	8669	cells	cl	CL:0000000	cell (,)
true_positive	15040800	8954	8958	cell	cl	CL:0000000	cell (,)
true_positive	15040800	9012	9016	cell	cl	CL:0000000	cell (,)
true_positive	15040800	9159	9164	cells	cl	CL:0000000	cell (,)
true_positive	15040800	21068	21073	cells	cl	CL:0000000	cell (,)
true_positive	15040800	21081	21086	cells	cl	CL:0000000	cell (,)
true_positive	15040800	21265	21270	cells	cl	CL:0000000	cell (,)
true_positive	15040800	21666	21671	cells	cl	CL:0000000	cell (,)
true_positive	15040800	21703	21708	cells	cl	CL:0000000	cell (,)
true_positive	15040800	21781	21786	cells	cl	CL:0000000	cell (,)
true_positive	15040800	21939	21944	cells	cl	CL:0000000	cell (,)
true_positive	15040800	22194	22199	Cells	cl	CL:0000000	cell (,)
true_positive	15040800	26381	26385	cell	cl	CL:0000000	cell (,)
true_positive	15040800	34931	34936	cells	cl	CL:0000000	cell (,)
true_positive	15040800	35010	35015	cells	cl	CL:0000000	cell (,)
true_positive	15040800	35169	35174	cells	cl	CL:0000000	cell (,)
true_positive	15040800	35669	35680	enterocytes	cl	CL:0000584	enterocyte (,)
true_positive	15040800	47730	47734	cell	cl	CL:0000000	cell (,)
true_positive	15040800	48397	48413	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15040800	48906	48922	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15040800	8396	8400	cell	cl	CL:0000000	cell (,)
true_positive	15040800	56266	56271	cells	cl	CL:0000000	cell (,)
true_positive	15040800	56463	56468	cells	cl	CL:0000000	cell (,)
true_positive	15040800	56579	56584	cells	cl	CL:0000000	cell (,)
true_positive	15040800	56703	56708	cells	cl	CL:0000000	cell (,)
true_positive	15040800	56830	56835	cells	cl	CL:0000000	cell (,)
true_positive	15061865	17248	17253	cells	cl	CL:0000000	cell (,)
true_positive	15207008	2052	2056	cell	cl	CL:0000000	cell (,)
true_positive	15207008	8629	8633	cell	cl	CL:0000000	cell (,)
true_positive	15207008	27271	27275	cell	cl	CL:0000000	cell (,)
true_positive	15207008	35619	35625	oocyte	cl	CL:0000023	oocyte (,)
true_positive	15207008	40668	40673	cells	cl	CL:0000000	cell (,)
true_positive	15207008	44587	44592	cells	cl	CL:0000000	cell (,)
true_positive	15207008	48592	48597	Cells	cl	CL:0000000	cell (,)
true_positive	15207008	48746	48751	cells	cl	CL:0000000	cell (,)
false_positive	15314655	1553	1572	hematopoietic cells	cl	CL:0000837	hematopoietic progenitor cell (,hemopoietic progenitor cell)
false_positive	15314655	1553	1572	hematopoietic cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
false_positive	15314655	6550	6569	hematopoietic cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
false_positive	15314655	7062	7081	hematopoietic cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
false_positive	15314655	16544	16563	hematopoietic cells	cl	CL:0000837	hematopoietic progenitor cell (,hemopoietic progenitor cell)
false_positive	15314655	16544	16563	hematopoietic cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
true_positive	15314655	16655	16660	cells	cl	CL:0000000	cell (,)
false_positive	15314655	21898	21917	hematopoietic cells	cl	CL:0000837	hematopoietic progenitor cell (,hemopoietic progenitor cell)
false_positive	15314655	21898	21917	hematopoietic cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
false_positive	15314655	22472	22491	hematopoietic cells	cl	CL:0000837	hematopoietic progenitor cell (,hemopoietic progenitor cell)
false_positive	15314655	22472	22491	hematopoietic cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
false_positive	15314655	24146	24165	hematopoietic cells	cl	CL:0000837	hematopoietic progenitor cell (,hemopoietic progenitor cell)
false_positive	15314655	24146	24165	hematopoietic cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
false_positive	15314655	34005	34024	hematopoietic cells	cl	CL:0000837	hematopoietic progenitor cell (,hemopoietic progenitor cell)
false_positive	15314655	34005	34024	hematopoietic cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
false_positive	15314655	37052	37071	hematopoietic cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
false_positive	15314655	37052	37071	hematopoietic cells	cl	CL:0000837	hematopoietic progenitor cell (,hemopoietic progenitor cell)
true_positive	15314655	1070	1093	hematopoietic stem cell	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
true_positive	15314655	1656	1660	cell	cl	CL:0000000	cell (,)
true_positive	15314655	1738	1743	cells	cl	CL:0000000	cell (,)
true_positive	15314655	2051	2062	blood cells	cl	CL:0000081	blood cell (,)
true_positive	15314655	2248	2253	cells	cl	CL:0000000	cell (,)
true_positive	15314655	2367	2379	erythrocytes	cl	CL:0000232	erythrocyte (,{RBC, red blood cell})
true_positive	15314655	2384	2395	macrophages	cl	CL:0000235	macrophage (,histiocyte)
true_positive	15314655	2472	2482	stem cells	cl	CL:0000034	stem cell (,)
true_positive	15314655	2577	2601	hematopoietic stem cells	cl	CL:0000037	hematopoietic stem cell (,{HSC, hemopoietic stem cell})
true_positive	15314655	2676	2687	blood cells	cl	CL:0000081	blood cell (,)
true_positive	15314655	2710	2722	erythrocytes	cl	CL:0000232	erythrocyte (,{RBC, red blood cell})
true_positive	15314655	2724	2737	myeloid cells	cl	CL:0000763	myeloid cell (,)
true_positive	15314655	2743	2754	lymphocytes	cl	CL:0000542	lymphocyte (,)
true_positive	15314655	3465	3491	Erythroid progenitor cells	cl	CL:0000038	erythroid progenitor cell (,)
true_positive	15314655	5571	5575	Cell	cl	CL:0000000	cell (,)
true_positive	15314655	5919	5930	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	15314655	5951	5955	cell	cl	CL:0000000	cell (,)
